title,field_address_address_line1,field_address_locality,field_address_administrative_area,field_address_postal_code,field_address_country_code,field_venue_type,field_short_description,field_phone,field_website_uri,field_website_title,field_cuisine,field_claimed_listing,field_image,image_search_hint,field_latitude,field_longitude,field_tags,field_address_line1,field_city,field_state,field_zip,field_country,field_description,field_website,field_source,field_menu_url,field_cta,field_cta_title
Caribbean Jack’s,721 Ballough Rd,Daytona Beach,FL,32114,US,Restaurant|Bar,Waterfront tiki-style restaurant with live music and tropical drinks.,(386) 523-3000,https://caribbeanjacks.com,Official website,Seafood|Caribbean,0.0,,Caribbean Jack's Daytona Beach marina; Caribbean Jack's tiki bar food,29.201214,-81.029019,"Seafood, Waterfront, Caribbean, Casual",721 Ballough Rd,Daytona Beach,FL,32114,US,,,,,,
Applebee's Port Orange,1390 Dunlawton Ave,Port Orange,FL,32127,US,Restaurant,Port Orange venue offering american / bar and recurring specials.,,https://restaurants.applebees.com/en-us/fl/port-orange/1390-dunlawton-avenue-91078/happy-hour,Official website,American / Bar,0.0,,Applebee's Port Orange Port Orange exterior; Applebee's Port Orange food drinks,29.137779,-81.002175,"Bar, Casual, Local Favorite, Lunch",1390 Dunlawton Ave,Port Orange,FL,32127,US,,,,https://www.applebees.com/en/menu,,
Cranes Roost,1850 Crane Lakes Blvd,Port Orange,FL,32128,US,Restaurant,Port Orange venue offering steakhouse / american and recurring specials.,,https://www.restaurantji.com/fl/port-orange/cranes-roost-/,Official website,Steakhouse / American,0.0,,Cranes Roost Port Orange exterior; Cranes Roost food drinks,29.145,-80.990973,"Steak, Steakhouse, Casual, Local Favorite",1850 Crane Lakes Blvd,Port Orange,FL,32128,US,,,,,,
La Fiesta Port Orange,Port Orange,Port Orange,FL,32129,US,Restaurant,Port Orange venue offering mexican and recurring specials.,,https://www.eatlafiesta.com/event/happy-hour/,Official website,Mexican,0.0,,La Fiesta Port Orange Port Orange exterior; La Fiesta Port Orange food drinks,29.142137,-81.00049,burritos|enchiladas|mexican food|quesadillas|street tacos|tacos,Port Orange,Port Orange,FL,32129,US,,,,https://www.eatlafiesta.com/menu,,
Miller's Ale House Port Orange,Port Orange,Port Orange,FL,32127,US,Restaurant,Port Orange venue offering sports bar / american and recurring specials.,,https://millersalehouse.com/locations/port-orange/,Official website,Sports Bar / American,0.0,,Miller's Ale House Port Orange Port Orange exterior; Miller's Ale House Port Orange food drinks,29.139562,-80.996447,"Casual, Drinks, Sports Bar, Local Favorite",Port Orange,Port Orange,FL,32127,US,,,,https://millersalehouse.com/menu/,,
Bob Evans Port Orange,1711 Dunlawton Avenue,Port Orange,FL,32127,US,Restaurant,Family restaurant in Port Orange offering a recurring kids-eat-free promotion.,(386) 767-6254,,,American|Breakfast,0.0,,Bob Evans Port Orange exterior; Bob Evans family dining Port Orange,29.139664,-81.003626,bar food|burgers|grill|happy hour|wings,1711 Dunlawton Avenue,Port Orange,FL,32127,US,,,,,,
Chicken Salad Chick Port Orange,1760 Dunlawton Avenue 104,Port Orange,FL,32127,US,Restaurant,Port Orange chicken salad restaurant with a weekly kids-eat-free special.,(386) 265-5250,,,Sandwiches|American,0.0,,Chicken Salad Chick Port Orange exterior; Chicken Salad Chick Port Orange,29.136815,-80.993045,bar food|burgers|grill|happy hour|wings,1760 Dunlawton Avenue 104,Port Orange,FL,32127,US,,,,,,
Dahlia Daytona,1808 W. International Speedway Blvd. unit 405,Daytona Beach,FL,32114,US,Restaurant,Daytona Beach restaurant offering a Friday kids-eat-free deal.,(386) 238-9662,,,Mexican|Latin,0.0,,Dahlia Daytona exterior; Dahlia Daytona dining,29.215523,-81.020839,burritos|enchiladas|mexican food|quesadillas|street tacos|tacos,1808 W. International Speedway Blvd. unit 405,Daytona Beach,FL,32114,US,,,,,,
Denny's Ormond Beach,110 N Williamson Blvd,Ormond Beach,FL,32174,US,Restaurant,Ormond Beach diner with a recurring kids-eat-free Tuesday promotion.,(386) 677-5558,,,Diner|Breakfast|American,0.0,,Denny's Ormond Beach exterior; Denny's Ormond Beach,29.2529605,-81.1123115,bar food|burgers|grill|happy hour|wings,110 N Williamson Blvd,Ormond Beach,FL,32174,US,,,,,,
Denny's Port Orange,1641 Dunlawton Ave,Port Orange,FL,32127,US,Restaurant,Port Orange diner with a recurring kids-eat-free Tuesday promotion.,(386) 756-2335,,,Diner|Breakfast|American,0.0,,Denny's Port Orange exterior; Denny's Port Orange,29.128369,-80.992075,bar food|burgers|grill|happy hour|wings,1641 Dunlawton Ave,Port Orange,FL,32127,US,,,,,,
Denny's New Smyrna Beach,1830 FL-44,New Smyrna Beach,FL,32168,US,Restaurant,New Smyrna Beach diner with a recurring kids-eat-free Tuesday promotion.,(386) 427-5384,,,Diner|Breakfast|American,0.0,,Denny's New Smyrna Beach exterior; Denny's New Smyrna Beach,29.032163,-80.928404,bar food|burgers|grill|happy hour|wings,1830 FL-44,New Smyrna Beach,FL,32168,US,,,,,,
Denny's Orange City,1012 Saxon Blvd,Orange City,FL,32763,US,Restaurant,Orange City diner with a recurring kids-eat-free Tuesday promotion.,(386) 456-1042,,,Diner|Breakfast|American,0.0,,Denny's Orange City exterior; Denny's Orange City,28.958678,-81.303572,bar food|burgers|grill|happy hour|wings,1012 Saxon Blvd,Orange City,FL,32763,US,,,,,,
Firehouse Subs Orange City,2499 Suite L Enterprise Rd,Orange City,FL,32764,US,Restaurant,Orange City sandwich shop with a Wednesday kids-eat-free promotion.,386-218-6904,,,Sandwiches|American,0.0,,Firehouse Subs Orange City exterior; Firehouse Subs Orange City,28.957499,-81.304048,bar food|burgers|grill|happy hour|wings,2499 Suite L Enterprise Rd,Orange City,FL,32764,US,,,,,,
IHOP DeLand,1215 N Woodland Blvd,DeLand,FL,32720,US,Restaurant,DeLand pancake house with a daily kids-eat-free offer after 2pm.,(386) 516 0078,,,Breakfast|American|Diner,0.0,,IHOP DeLand exterior; IHOP DeLand,29.038275,-81.307296,bar food|burgers|grill|happy hour|wings,1215 N Woodland Blvd,DeLand,FL,32720,US,,,,,,
JoJo's Country Cafe,577 Deltona Blvd. Suite 11,Deltona,FL,32725,US,Cafe|Restaurant,Deltona cafe offering free kids meals on weekdays with an adult meal purchase.,(386) 259-5402,,,Breakfast|American|Cafe,0.0,,JoJo's Country Cafe Deltona exterior; JoJo's Country Cafe,28.893685,-81.258969,bar food|burgers|grill|happy hour|wings,577 Deltona Blvd. Suite 11,Deltona,FL,32725,US,,,,,,
Miller's Ale House Daytona Beach,1564 Outlet Blvd,Daytona Beach,FL,32117,US,Restaurant|Bar,Daytona Beach sports bar with a Tuesday kids-eat-free offer.,(386) 217-1029,https://millersalehouse.com/locations/daytona-beach/,Official website,Sports Bar|American,0.0,,Miller's Ale House Daytona Beach exterior; Miller's Ale House Daytona Beach,29.200956,-81.014751,bar food|burgers|grill|happy hour|wings,1564 Outlet Blvd,Daytona Beach,FL,32117,US,,,,https://millersalehouse.com/menu/,,
Moe's Southwest Grill Ormond Beach,337 W. Granada Blvd.,Ormond Beach,FL,32174,US,Restaurant,Ormond Beach fast-casual Mexican grill with a Sunday kids-eat-free offer.,(386) 677-1156,,,Mexican|Tex-Mex,0.0,,Moe's Southwest Grill Ormond Beach exterior; Moe's Ormond Beach,29.2816354,-81.0670612,burritos|enchiladas|mexican food|quesadillas|street tacos|tacos,337 W. Granada Blvd.,Ormond Beach,FL,32174,US,,,,,,
Moe's Southwest Grill DeLand,941 N Woodland Blvd.,DeLand,FL,32724,US,Restaurant,DeLand fast-casual Mexican grill with a Sunday kids-eat-free offer.,(386) 734-3708,,,Mexican|Tex-Mex,0.0,,Moe's Southwest Grill DeLand exterior; Moe's DeLand,29.034593,-81.302772,burritos|enchiladas|mexican food|quesadillas|street tacos|tacos,941 N Woodland Blvd.,DeLand,FL,32724,US,,,,,,
Moe's Southwest Grill Orange City,890 Saxon Blvd,Orange City,FL,32763,US,Restaurant,Orange City fast-casual Mexican grill with a Sunday kids-eat-free offer.,,,,Mexican|Tex-Mex,0.0,,Moe's Southwest Grill Orange City exterior; Moe's Orange City,28.955052,-81.302959,burritos|enchiladas|mexican food|quesadillas|street tacos|tacos,890 Saxon Blvd,Orange City,FL,32763,US,,,,,,
Moe's Southwest Grill Port Orange,1812 Dunlawton Ave,Port Orange,FL,32127,US,Restaurant,Port Orange fast-casual Mexican grill with a Sunday kids-eat-free offer.,(386) 761-2221,,,Mexican|Tex-Mex,0.0,,Moe's Southwest Grill Port Orange exterior; Moe's Port Orange,29.147771,-80.998074,burritos|enchiladas|mexican food|quesadillas|street tacos|tacos,1812 Dunlawton Ave,Port Orange,FL,32127,US,,,,,,
Taco Shack,642 N. Dixie Freeway,New Smyrna Beach,FL,32168,US,Restaurant,New Smyrna Beach taco spot with a Wednesday kids-eat-free offer.,(386) 428-9882,,,Mexican|Tacos,0.0,,Taco Shack New Smyrna Beach exterior; Taco Shack New Smyrna Beach,29.024136,-80.922149,burritos|enchiladas|mexican food|quesadillas|street tacos|tacos,642 N. Dixie Freeway,New Smyrna Beach,FL,32168,US,,,,,,
Tayton O'Brians,410 Flagler Avenue,New Smyrna Beach,FL,32169,US,Restaurant|Bar,New Smyrna Beach pub with a Thursday kids-eat-free offer.,386-957-3869,,,Pub|American,0.0,,Tayton O'Brians New Smyrna Beach exterior; Tayton O'Brians,29.023497,-80.924186,bar food|burgers|grill|happy hour|wings,410 Flagler Avenue,New Smyrna Beach,FL,32169,US,,,,,,
Woody's BBQ Holly Hill,1593 North Nova Road,Holly Hill,FL,32117,US,Restaurant,Holly Hill barbecue restaurant with a Monday kids-eat-free promotion.,(386) 253-9920,,,BBQ|American,0.0,,Woody's BBQ Holly Hill exterior; Woody's BBQ Holly Hill,29.23906,-81.0562268,bar food|burgers|grill|happy hour|wings,1593 North Nova Road,Holly Hill,FL,32117,US,,,,,,
Another Broken Egg Cafe,1778 Dunlawton Ave,Port Orange,FL,32127,US,Restaurant,"Port Orange breakfast and brunch restaurant with waffles, omelets, pancakes, and brunch cocktails.",,https://www.anotherbrokenegg.com/locations/port-orange-fl/,Official website,Breakfast|Brunch|American,0.0,,Another Broken Egg Cafe Port Orange exterior; Another Broken Egg breakfast brunch,29.13433,-80.995163,bar food|burgers|grill|happy hour|wings,1778 Dunlawton Ave,Port Orange,FL,32127,US,,,,https://www.anotherbrokenegg.com/menu/traditional-menu/,,
C's Waffles Port Orange,4821 Clyde Morris Blvd,Port Orange,FL,32129,US,Restaurant,"Port Orange breakfast spot known for waffles, pancakes, egg dishes, and brunch fare.",,https://cswaffles.info/,Official website,Breakfast|Brunch|Diner,0.0,,Cs Waffles Port Orange exterior; waffles breakfast Port Orange,29.14092,-80.992794,"Breakfast, Diner, Casual, Local Favorite",4821 Clyde Morris Blvd,Port Orange,FL,32129,US,,,,https://www.cswaffles.info/,,
Cinnamon Tree Cafe,1665 Dunlawton Ave Suite 103,Port Orange,FL,32127,US,Cafe,"Port Orange cafe serving breakfast crepes, croissant sandwiches, espresso drinks, and brunch items.",,,,Cafe|Breakfast|Brunch,0.0,,Cinnamon Tree Cafe Port Orange exterior; crepes breakfast Port Orange,29.138433,-80.98995,"Coffee, Casual, Sandwiches, Lunch, Breakfast",1665 Dunlawton Ave Suite 103,Port Orange,FL,32127,US,,,,,,
FlapJacks & More,1657 Taylor Rd,Port Orange,FL,32128,US,Restaurant,"Port Orange local diner known for breakfast plates, pancakes, and waffles.",,,,Breakfast|Diner|American,0.0,,FlapJacks and More Port Orange exterior; pancakes waffles breakfast,29.139099,-80.990226,bar food|burgers|grill|happy hour|wings,1657 Taylor Rd,Port Orange,FL,32128,US,,,,,,
Mel's Diner,1845 S Ridgewood Ave,Port Orange,FL,32128,US,Restaurant,"Port Orange diner serving breakfast, lunch, and brunch favorites.",,,,Diner|Breakfast|American,0.0,,Mels Diner Port Orange exterior; breakfast diner Port Orange,29.128354,-80.986532,bar food|burgers|grill|happy hour|wings,1845 S Ridgewood Ave,Port Orange,FL,32128,US,,,,,,
Tim's Corner,5664 S Ridgewood Ave,Port Orange,FL,32127,US,Restaurant,"Port Orange diner with breakfast specials, omelets, biscuits and gravy, and other morning staples.",,,,Diner|Breakfast|American,0.0,,Tims Corner Port Orange exterior; breakfast special omelet Port Orange,29.128925,-80.986851,bar food|burgers|grill|happy hour|wings,5664 S Ridgewood Ave,Port Orange,FL,32127,US,,,,,,
Waffle House Port Orange,3740 S Nova Rd,Port Orange,FL,32129,US,Restaurant,"Port Orange waffle diner serving breakfast all day with waffles, eggs, and hashbrowns.",,,,Diner|Breakfast|American,0.0,,Waffle House Port Orange exterior; waffles breakfast Port Orange,29.139924,-81.00308,bar food|burgers|grill|happy hour|wings,3740 S Nova Rd,Port Orange,FL,32129,US,,,,,,
C's Waffles New Smyrna Beach,4166 S Atlantic Ave,New Smyrna Beach,FL,32169,US,Restaurant,"New Smyrna Beach breakfast and brunch restaurant serving waffles, French toast, and egg dishes.",,https://cswaffles.info/,Official website,Breakfast|Brunch|Diner,0.0,,Cs Waffles New Smyrna Beach exterior; waffles breakfast NSB,29.016267,-80.922281,"Breakfast, Diner, Casual, Local Favorite",4166 S Atlantic Ave,New Smyrna Beach,FL,32169,US,,,,https://www.cswaffles.info/,,
Wake Up Cafe,306 N Causeway,New Smyrna Beach,FL,32169,US,Cafe,"New Smyrna Beach breakfast cafe known for waffles, eggs Benedict, and omelets.",,,,Breakfast|Cafe|Brunch,0.0,,Wake Up Cafe New Smyrna Beach exterior; waffles benedict breakfast NSB,29.018963,-80.927142,"Coffee, Casual, Breakfast, Local Favorite",306 N Causeway,New Smyrna Beach,FL,32169,US,,,,,,
The Mermaid Cafe at Riverview,113 Flagler Ave,New Smyrna Beach,FL,32169,US,Cafe|Restaurant,"New Smyrna Beach cafe with breakfast, brunch, waffles, and mimosas.",,,,Breakfast|Brunch|Cafe,0.0,,Mermaid Cafe at Riverview exterior; brunch waffles NSB,29.019288,-80.935308,"Coffee, Casual, Breakfast, Local Favorite",113 Flagler Ave,New Smyrna Beach,FL,32169,US,,,,,,
Mom's Home Cooking,136 N Ridgewood Ave,New Smyrna Beach,FL,32168,US,Restaurant,"New Smyrna Beach diner with breakfast specials, muffins, and fresh fruit waffles.",,,,Diner|Breakfast|American,0.0,,Moms Home Cooking NSB exterior; fruit waffle breakfast NSB,29.016891,-80.93657,bar food|burgers|grill|happy hour|wings,136 N Ridgewood Ave,New Smyrna Beach,FL,32168,US,,,,,,
Jason's Corner,700 E 3rd Ave,New Smyrna Beach,FL,32169,US,Restaurant,"New Smyrna Beach breakfast cafe serving pancakes, waffles, omelets, and breakfast sandwiches.",,,,Breakfast|Cafe|American,0.0,,Jasons Corner New Smyrna Beach exterior; pancakes waffles breakfast,29.035275,-80.918464,bar food|burgers|grill|happy hour|wings,700 E 3rd Ave,New Smyrna Beach,FL,32169,US,,,,,,
Ruthy's Kozy Kitchen,618 W Canal St,New Smyrna Beach,FL,32168,US,Restaurant,New Smyrna Beach comfort-food diner popular for breakfast and brunch.,,,,Diner|Breakfast|American,0.0,,Ruthys Kozy Kitchen NSB exterior; breakfast diner NSB,29.029173,-80.923888,bar food|burgers|grill|happy hour|wings,618 W Canal St,New Smyrna Beach,FL,32168,US,,,,,,
C's Waffles DeLand,1431 N Woodland Blvd,DeLand,FL,32720,US,Restaurant,"DeLand breakfast restaurant known for waffles, pancakes, and egg combinations.",,https://cswaffles.info/,Official website,Breakfast|Brunch|Diner,0.0,,Cs Waffles DeLand exterior; waffles breakfast DeLand,29.020519,-81.29752,"Breakfast, Diner, Casual, Local Favorite",1431 N Woodland Blvd,DeLand,FL,32720,US,,,,https://www.cswaffles.info/,,
Keke's Breakfast Cafe DeLand,340 E International Speedway Blvd,DeLand,FL,32724,US,Restaurant,"DeLand breakfast cafe serving waffles, pancakes, stuffed French toast, and omelets.",,,,Breakfast|Brunch|Cafe,0.0,,Kekes Breakfast Cafe DeLand exterior; waffles breakfast DeLand,29.028188,-81.294782,"Coffee, Casual, Breakfast, Local Favorite",340 E International Speedway Blvd,DeLand,FL,32724,US,,,,,,
Village Cafe,1431 Orange Camp Rd,DeLand,FL,32724,US,Cafe|Restaurant,"DeLand cafe with breakfast and brunch favorites including biscuits, gravy, and egg breakfasts.",,,,Cafe|Breakfast|Brunch,0.0,,Village Cafe DeLand exterior; breakfast brunch DeLand,29.019685,-81.310006,"Coffee, Casual, Breakfast, Local Favorite",1431 Orange Camp Rd,DeLand,FL,32724,US,,,,,,
Boston Coffeehouse DeLand,109 E New York Ave,DeLand,FL,32724,US,Cafe,"DeLand coffeehouse with breakfast and brunch items, pastries, and cafe fare.",,,,Cafe|Breakfast|Bakery,0.0,,Boston Coffeehouse DeLand exterior; breakfast pastries DeLand,29.03125,-81.311597,"Coffee, Casual, Breakfast, Bakery",109 E New York Ave,DeLand,FL,32724,US,,,,,,
Doug & Lil's Potato Patch,635 E New York Ave,DeLand,FL,32724,US,Restaurant,"DeLand diner famous for hearty breakfasts, potatoes, biscuits, and gravy.",,,,Diner|Breakfast|American,0.0,,Doug and Lils Potato Patch DeLand exterior; breakfast DeLand,29.034059,-81.295794,bar food|burgers|grill|happy hour|wings,635 E New York Ave,DeLand,FL,32724,US,,,,,,
Philly Diner,Osceola Ave,DeLand,FL,32720,US,Restaurant,DeLand neighborhood diner serving breakfast all day.,,,,Diner|Breakfast|American,0.0,,Philly Diner DeLand exterior; breakfast all day DeLand,29.02098,-81.294976,bar food|burgers|grill|happy hour|wings,Osceola Ave,DeLand,FL,32720,US,,,,,,
Dockside Deli at Hontoon Landing,2317 River Ridge Rd,DeLand,FL,32720,US,Cafe|Restaurant,"DeLand deli and cafe serving breakfast, lunch, and brunch near Hontoon Landing.",,,,Cafe|Breakfast|Deli,0.0,,Dockside Deli Hontoon Landing exterior; breakfast brunch DeLand,29.019592,-81.297092,"Coffee, Casual, Sandwiches, Lunch, Breakfast",2317 River Ridge Rd,DeLand,FL,32720,US,,,,,,
Cocky Rooster Cafe,1382 Howland Blvd,Deltona,FL,32738,US,Cafe|Restaurant,"Deltona cafe serving breakfast all day, omelets, and burgers.",,,,Cafe|Breakfast|American,0.0,,Cocky Rooster Cafe Deltona exterior; breakfast all day Deltona,28.891168,-81.271056,bar food|burgers|grill|happy hour|wings,1382 Howland Blvd,Deltona,FL,32738,US,,,,,,
Waffle House Deltona,414 Deltona Blvd,Deltona,FL,32725,US,Restaurant,"Deltona breakfast diner serving waffles, eggs, hashbrowns, and brunch staples.",,,,Diner|Breakfast|American,0.0,,Waffle House Deltona exterior; waffles breakfast Deltona,28.898493,-81.263546,bar food|burgers|grill|happy hour|wings,414 Deltona Blvd,Deltona,FL,32725,US,,,,,,
Bagel King Deltona,844 Deltona Blvd,Deltona,FL,32725,US,Cafe|Restaurant,"Deltona bagel shop offering breakfast sandwiches, pastries, and morning coffee.",,,,Bagels|Breakfast|Cafe,0.0,,Bagel King Deltona exterior; breakfast bagels Deltona,28.89551,-81.267885,"Bagels, Breakfast, Coffee, Casual, Sandwiches",844 Deltona Blvd,Deltona,FL,32725,US,,,,,,
Debary Diner,20 N Charles Richard Beall Blvd,DeBary,FL,32713,US,Restaurant,DeBary diner serving breakfast and lunch classics.,,,,Diner|Breakfast|American,0.0,,Debary Diner exterior; breakfast Debary,28.902911,-81.3051785,bar food|burgers|grill|happy hour|wings,20 N Charles Richard Beall Blvd,DeBary,FL,32713,US,,,,,,
Four B's Freezette Restaurant,399 US-17,DeBary,FL,32713,US,Restaurant,"DeBary restaurant known for breakfast specials, eggs, sausage, and potatoes.",,,,Diner|Breakfast|American,0.0,,Four Bs Freezette Debary exterior; breakfast special Debary,28.8669142,-81.3159706,bar food|burgers|grill|happy hour|wings,399 US-17,DeBary,FL,32713,US,,,,,,
Perkins Restaurant & Bakery Orange City,952 Saxon Blvd,Orange City,FL,32763,US,Restaurant,"Orange City bakery-diner serving breakfast, brunch, pancakes, and bakery favorites.",,,,Diner|Breakfast|Bakery,0.0,,Perkins Orange City exterior; pancakes breakfast Orange City,28.950858,-81.29313,"Breakfast, Bakery, Diner, Casual",952 Saxon Blvd,Orange City,FL,32763,US,,,,,,
Gram's Kitchen,1501 S Volusia Ave,Orange City,FL,32763,US,Restaurant,"Orange City diner serving breakfast, brunch, and comfort-food classics.",,,,Diner|Breakfast|American,0.0,,Grams Kitchen Orange City exterior; breakfast brunch Orange City,28.950144,-81.291735,bar food|burgers|grill|happy hour|wings,1501 S Volusia Ave,Orange City,FL,32763,US,,,,,,
First Watch Daytona Beach,1808 W International Speedway Blvd,Daytona Beach,FL,32114,US,Restaurant,Daytona Beach breakfast and brunch cafe with chef-driven morning classics and seasonal specials.,,,,Breakfast|Brunch|Cafe,0.0,,First Watch Daytona Beach exterior; brunch breakfast Daytona,29.201553,-81.028051,"Coffee, Casual, Breakfast, Local Favorite",1808 W International Speedway Blvd,Daytona Beach,FL,32114,US,,,,,,
Starlite Diner,401 N Atlantic Ave,Daytona Beach,FL,32118,US,Restaurant,"Daytona Beach diner known for strawberry waffles, French toast, and classic breakfasts.",,,,Diner|Breakfast|American,0.0,,Starlite Diner Daytona Beach exterior; strawberry waffles breakfast Daytona,29.212406,-81.019138,bar food|burgers|grill|happy hour|wings,401 N Atlantic Ave,Daytona Beach,FL,32118,US,,,,,,
